Juan José Mosalini ; Instrumental,Juan José Mosalini,
Florindo Sassone ; Roberto Chanel,Florindo Sassone,Roberto Chanel
Adolfo Carabelli ; Fernando Diaz,Adolfo Carabelli,Fernando Díaz
Mario Maurano ; Libertad Lamarque,Mario Maurano,Libertad Lamarque
Eduardo Arolas ; Instrumental,Eduardo Arolas,-
Robert Gaden ; Instrumental,,
"Edgardo Donato ; Horacio Lagos, Lita Morales",Edgardo Donato,"Horacio Lagos, Lita Morales"
"Alfredo De Angelis ; Carlos Dante, Oscar Larroca",Alfredo De Angelis,"Carlos Dante, Oscar Larroca"
Rodolfo Biagi ; Carlos Acuña,Rodolfo Biagi,Carlos Acuña
Francisco Canaro ; Marcelo Paz,Francisco Canaro,
Orquesta Tipica Victor ; Jaime Moreno,Orquesta Típica Víctor,Jaime Moreno
Las Bordonas ; Instrumental,Las Bordonas,-
Enrique Discepolo ; Instrumental,Enrique Discépolo,
Osváldo Pugliese ; Jorge Rubino,Osvaldo Pugliese,Jorge Rubino
José Moreno ; Unknown,,-unspecified male-
Victor D'Amario ; Alberto Santillan,Victor D'Amario,Alberto Santillán
Carlos y Ramon Lobos ; Pedro Beramendi,,
Jose Garcia ; Nilda Wilson,José García,Nilda Wilson
Rogelio Coll ; Anibal Oberlin,Rogelio Coll,
Osváldo Fresedo ; Armando Garrido,Osvaldo Fresedo,Armando Garrido
Unknown ; Charlo,-unspecified guitars-,Charlo
Adolfo Carabelli ; Instrumental,Adolfo Carabelli,-
"Julio Pollero ; Antonio Buglione, Gonzalez Castillo",Julio Pollero,Antonio Buglione
Aníbal Troilo ; Aldo Calderón,Aníbal Troilo,Aldo Calderón
Mariano Mores ; Miguel Montero,Mariano Mores,Miguel Montero
"Edgardo Donato ; Lita Morales, Romeo Gavioli",Edgardo Donato,"Lita Morales, Romeo Gavioli"
Pedro Laurenz ; Martín Podestá,Pedro Laurenz,Alberto Podestá
Unknown ; Maria Tanase,,
Horacio Salgán ; Instrumental,Horacio Salgán,-
Aníbal Troilo ; Floreal Ruíz,Aníbal Troilo,Floreal Ruíz
Edgardo Donato ; Romeo Gavioli,Edgardo Donato,Romeo Gavioli
Domingo Federico ; Enzo Valentino,Domingo Federico,Enzo Valentino
Federico Mizrahi ; Guilliermo Fernández,,
"Eduardo Del Piano ; Mario Bustos, Hector De Rosas",Eduardo Del Piano,"Héctor De Rosas, Mario Bustos"
Francisco Canaro ; Carlos Galán,Francisco Canaro,Carlos Galán
"Eduardo Bianco, Bachicha ; Cesar Alberu","Eduardo Bianco, Bachicha",César Alberú
"Alberto Mancione ; Angel Varela, Jorge Ledesma",Alberto Mancione,"Ángel Varela, Jorge Ledesma"
Ciriaco Ortiz ; Instrumental,Ciriaco Ortiz,-
Anselmo Aieta ; Jose E. Galarza,Anselmo Aieta,José E. Galarza
Carlos Libedinsky ; Rosana Laudani,Carlos Libedinsky,-
"Cristobal Herrero ; Rodolfo Diaz, Beatriz Maselli",Cristóbal Herreros,"Beatriz Maselli, Rodolfo Diaz"
"Francisco Lomuto ; Fernando Díaz, Jorge Omar",Francisco Lomuto,"Fernando Díaz, Jorge Omar"
Juan Cambareri ; Alberto Casares,Juan Cambareri,Alberto Casares
Unknown ; Maria De La Fuente,,Maria De La Fuente
Manuel Pizarro ; Manuel Pizarro,Manuel Pizarro,Manuel Pizarro
Enrique Rodriguez ; Ricardo Herrera,Enrique Rodríguez,Ricardo Herrera
"Francisco Lomuto ; Fernando Díaz, Mercedes Simone",Francisco Lomuto,"Fernando Díaz, Mercedes Simone"
Julio De Caro ; Roberto Medina,Julio De Caro,Roberto Medina
Unknown ; Roberto Goyeneche,,Roberto Goyeneche
Mario Demarco ; Instrumental,Mario Demarco,-
Hector Varela ; Armando Laborde,Héctor Varela,Armando Laborde
Hugo Di Carlo ; Pablo Moreno,Hugo Di Carlo,Pablo Moreno
Unknown ; Ernesto Fama,Francisco Canaro,Roberto Maida
Francisco Canaro (Quinteto Don Pancho) ; Instrumental,"Quinteto Don Pancho, dir. Francisco Canaro",-
Alberto Castellano ; Tania,Alberto Castellano,Tania
Pedro Maffia ; Felix Gutierrez,Pedro Maffia,Félix Gutiérrez
Joaquin Do Reyes ; Armando Forte,Joaquín Do Reyes,
"Jose Garcia ; Alfredo Rojas, Nida Wilson",José García,"Alfredo Rojas, Nilda Wilson"
Francisco Canaro (Quinteto Pirincho) ; Instrumental,"Quinteto Pirincho, dir. Francisco Canaro",-
Juan Canaro ; Andres Falgas,Juan Canaro,Andrés Falgás
Auguste Jean Pesenti ; Roland Avellys,A. J. Pesenti,
Orquesta El Arranque ; Ariel Ardit,Orquesta El Arranque,
Jose M. Lucchesi ; Instrumental,José Lucchesi,-
Auguste Jean Pesenti ; Guy Berry,A. J. Pesenti,
"Armando Lacava ; Angel Vargas, Amadeo Lomio",Armando Lacava,"Amadeo Lomio, Ángel Vargas"
Orquesta Coca Cola (Carlos Demaria) ; Sabina Olmos,Orquesta Típica Coca-Cola,Sabina Olmos
Alfredo De Angelis ; Julio Martel,Alfredo De Angelis,Julio Martel
Lalo Marenales ; Luis Alberto Fleitas,,Luis Alberto Fleitas
Juan Canaro ; Ernesto Fama,Juan Canaro,Ernesto Famá
"Gotan Project ; Daniel Melingo, Cristina Vilallonga",Gotan Project,
Alfredo Gobbi ; Carlos Nogues,,"Ángel Díaz, Carlos Nogués"
"Alberto Mancione ; Jorge Ledesma, Hector Alvarado",Alberto Mancione,"Jorge Ledesma, Héctor Alvarado"
"Miguel Caló ; Roberto Arrieta, Raúl Iriarte",Miguel Caló,"Roberto Arrieta, Raúl Iriarte"
Francisco Lomuto ; Choir,Francisco Lomuto,-choir-
Osvaldo Fresedo ; Armando Garrido,Osvaldo Fresedo,Armando Garrido
Orquesta Tipica Artola-Linas ; Unknown,,
Orquesta Típica Víctor ; Lita Morales,Orquesta Típica Víctor,Lita Morales
Pedro Laurenz ; Carlos Bermudez,Pedro Laurenz,Carlos Bermúdez
"Unknown ; Alberto Gomez, Alberto Vila",-unspecified guitars-,"Alberto Vila, Alberto Gómez"
Osváldo Fresedo ; Roberto Ray,Osvaldo Fresedo,Roberto Ray
Unknown ; Cristian Vasile,,
"Orquesta Tipica Victor ; Jose Bohr, Choir",Orquesta Típica Víctor,"José Bohr, -unspecified female-"
"Edgardo Donato ; Romeo Gavioli, Lita Morales",Edgardo Donato,"Lita Morales, Romeo Gavioli"
Ferrazzano-Verdu ; Instrumental,"Agesilao Ferrazzano, Quintin Verdú",
Francisco Pracanico ; Instrumental,Francisco Pracánico,-
Rene Pesenti ; Alberto,René Pesenti,
Hugo del Carril ; Instrumental,José Libertella,
Orquesta Escuela de Tango ; Instrumental,Orquesta Escuela de tango,-
"Edgardo Donato ; Roberto Morel, Raul Angelo",Edgardo Donato,"Roberto Morel, Raúl Angelo"
Osvaldo Fresedo ; Antonio Buglione,Osvaldo Fresedo,Antonio Buglione
Alfredo Gobbi ; Ángel Díaz,Alfredo J. Gobbi,Ángel Díaz
Lucio Demare ; Carlos Bernal,Lucio Demare,Carlos Bernal
Osváldo Pugliese ; Alberto Morán,Osvaldo Pugliese,Alberto Morán
Vicente Loduca ; Instrumental,Vicente Loduca,
Oswaldo Bercas ; Instrumental,,-
Koop ; Instrumental,,
"Roberto Firpo ; Carlos A. Varela, Enrique Forte",Roberto Firpo,"Carlos A. Varela, Enrique Forte"
Francisco Canaro ; Isabel Grana,Francisco Canaro,Isabel De Grana
Orquesta Tipica Victor ; Eugenio Viñas,Orquesta Típica Víctor,
Orquesta Tipica Porteña (Orquesta De RCA Victor) ; Roberto Diaz,Orquesta Típica Porteña,Roberto Díaz
Osváldo Fresedo ; Héctor Pacheco,Osvaldo Fresedo,Héctor Pacheco
Jorge Caldara ; Instrumental,Jorge Caldara,-
Manuel Romeo ; Unknown,Manuel Romeo,-unspecified male-
"Edgardo Donato ; Antonio Maida, Randona",Edgardo Donato,"Antonio Maida, Randona"
Orquesta Tipica Brunswick ; Instrumental,Orquesta Típica Brunswick,-
Eva Bohr ; Instrumental,,-
Orquesta Tipica Victor ; Rosita Quiroga,,Rosita Quiroga
Sexteto Tango ; Instrumental,Sexteto Tango,-
Jose Sala ; Ricardo Rojas,José Sala,Ricardo Rojas
Orquesta Tipica Victor ; Charlo,Ciriaco Ortiz,Charlo
Trio Argentino (Irusta-Fugazot-Demare) ; Roberto Fugazot,Trío Argentino,
"Bachicha ; Emilia Garcia, Roberto Maida",Bachicha,"Roberto Maida, Emilia García"
Pedro Laurenz ; Alberto Del Campo,Pedro Laurenz,Alberto Del Campo
Orquesta Tipica Victor (OTV) ; Vicente Crisera,Orquesta Típica Víctor,Vicente Crisera
Carlos Vincente Geroni Flores ; Unknown,Carlos Vicente Geroni Flores,-
Orquesta Granja Royal ; Carmen Aubert,,Carmelita Aubert
Hector Varela ; Carlos Yanel,Héctor Varela,Carlos Yanel
Anibal Troilo ; Francisco Fiorentino,Aníbal Troilo,Francisco Fiorentino
Angel D'Agostino ; Raul Aldao,Ángel D'Agostino,Raúl Aldao
Ariel Ramírez ; Instrumental,Ariel Ramírez,-
Juan D'Arienzo ; Carlos Dante,Juan D'Arienzo,Carlos Dante
Felice Verrecchia ; Instrumental,,
"Francisco Canaro ; Alberto Arenas, Enrique Lucero",Francisco Canaro,"Enrique Lucero, Alberto Arenas"
Orquesta Típica Brunswick ; Luis Díaz,Orquesta Típica Brunswick,Luis Díaz
Juan D'Arienzo ; Alberto Reynal,Juan D'Arienzo,Alberto Reynal
"Carlos Di Sarli ; Roberto Florio, Jorge Duran",Carlos Di Sarli,"Jorge Durán, Roberto Florio"
Carlos Di Sarli ; Agustín Volpe,Carlos Di Sarli,Agustín Volpe
Antonio Rodio ; Alberto Serna,Antonio Rodio,Alberto Serna
Jaime Wilensky ; Ramiro Gallo,"Andrés Linetzky, Jaime Wilensky",
Orquesta Tipica Victor ; Dorita Davis,Orquesta Típica Víctor,Dorita Davis
Osvaldo Fresedo ; Hector Pacheco,Osvaldo Fresedo,Héctor Pacheco
Manuel Pizarro ; Alina Da Silva,Manuel Pizarro,
Roberto Grela ; Nelly Omar,-unspecified guitars-,Nelly Omar
Donato Racciatti ; Miguel Angel Maidana,Donato Racciatti,Miguel Ángel Maidana
Bajofondo Tango Club ; Juan Subira,,
Enrique Rodríguez ; Roberto Flores,Enrique Rodríguez,Roberto Flores
Enrique Mora ; Diana Duran,Enrique Mora,Diana Duran
Angel D'Agostino ; Angel Vargas,Ángel D'Agostino,Ángel Vargas
Eduardo Del Piano ; Ruben Grillo,Eduardo Del Piano,Rubén Grillo
Roberto Firpo ; Ignacio Murillo,Roberto Firpo,Alberto Diale
Osváldo Fresedo ; Agustin Magaldi,Osvaldo Fresedo,Agustín Magaldi
Orquesta Tipica Victor ; Ernesto Fama,Orquesta Típica Víctor,Ernesto Famá
Lorenzo Barbero ; Osvaldo Ribo,Lorenzo Barbero,Osvaldo Ribó
"Rodolfo Biagi ; Hugo Duval, Carlos Heredia",Rodolfo Biagi,"Carlos Heredia, Hugo Duval"
Ángel Condercuri ; Alberto Castillo,Jorge Dragone,Alberto Castillo
Osmar Maderna ; Adolfo Rivas,Osmar Maderna,Adolfo Rivas
"Alfredo De Angelis ; Juan Carlos Godoy, Oscar Larroca",Alfredo De Angelis,"Juan Carlos Godoy, Oscar Larroca"
Federico Aubele ; Evita,,
"Ernesto Baffa, Osváldo Berlingieri ; Roberto Goyeneche",,Roberto Goyeneche
Armando Lacava ; Angel Vargas,Armando Lacava,Ángel Vargas
Pippo Rache ; Instrumental,,-
"Osváldo Pugliese ; Juan Carlos Cobos, Alberto Morán",Osvaldo Pugliese,"Juan Carlos Cobos, Alberto Morán"
Lucio Demare ; Héctor Alvarado,Lucio Demare,Héctor Alvarado
Horacio Salgán ; Roberto Goyeneche,Horacio Salgán,Roberto Goyeneche
Alfredo Gobbi ; Angel Diaz,,Ángel Díaz
"Roberto Firpo ; Carlos A. Varela, Choir",Roberto Firpo,Carlos A. Varela
Donato Racciatti ; Olga Delgrossi,Donato Racciatti,Olga Delgrossi
"Osváldo Pugliese ; Abel Córdoba, Adrián Guida",Osvaldo Pugliese,"Abel Córdoba, Adrián Guida"
Orquesta Tipica Victor ; Fernando Diaz,Orquesta Típica Víctor,Fernando Díaz
Roberto Firpo ; Principe Azul,Roberto Firpo,Príncipe Azul
Miguel Calo ; Jorge Ortiz,Miguel Caló,Jorge Ortiz
Orquesta Coca Cola (Carlos Demaria) ; Azucena Maizani,Orquesta Típica Coca-Cola,Azucena Maizani
Juan Cao ; Nina Miranda,Juan Cao,Nina Miranda
"Ricardo Tanturi ; Osvaldo Ribó, Roberto Videla",Ricardo Tanturi,"Osvaldo Ribó, Roberto Videla"
Hector Varela ; Jorge Rolando,Héctor Varela,
Orquesta Tipica Victor ; Francisco Fiorentino,Orquesta Típica Víctor,Francisco Fiorentino
Enrique Mora ; Pedro De Luca,Enrique Mora,Pedro De Luca
Unknown ; Gion,,
Florindo Sassone ; Ángel Díaz,Florindo Sassone,Ángel Díaz
Orquesta Tipica Del Maestro Flores ; Instrumental,,-
Les Loups (Oscar Aleman) ; Instrumental,,-
Daniel Melingo ; Tito Molina,Daniel Melingo,
Carlos Di Sarli ; Instrumental,Carlos Di Sarli,-
Francisco Canaro ; Luis Díaz,Francisco Canaro,"Luis Díaz, -choir-"
Imperio Argentina ; Imperio Argentina,-unspecified guitars-,Imperio Argentina
"Carlos Di Sarli ; Jorge Duran, Roberto Florio",Carlos Di Sarli,"Jorge Durán, Roberto Florio"
Fernández Fierro ; Instrumental,Orquesta Típica Fernández Fierro,-
José Soler ; Instrumental,,-
Unknown ; Azucena Maizani,,Azucena Maizani
Juan Carlos Cobian ; Jose Balbi,Juan Carlos Cobián,José Balbi
"Alfredo De Angelis ; Juan Carlos Godoy, Roberto Mancini",Alfredo De Angelis,"Juan Carlos Godoy, Roberto Mancini"
"Osvaldo Pugliese ; Jorge Maciel, Miguel Montero",Osvaldo Pugliese,"Jorge Maciel, Miguel Montero"
Rodríguez Alba ; Instrumental,,-
Osváldo Pugliese ; Ricardo Medina,Osvaldo Pugliese,Ricardo Medina
Bachicha ; Juan Raggi,Bachicha,Juan Raggi
Gotan Project ; Instrumental,Gotan Project,
Juan Sanchez Gorio ; Osvaldo Bazan,Juan Sánchez Gorio,Osvaldo Bazán
Orquesta Típica Los Provincianos ; Luis Díaz,Los Provincianos,Luis Díaz
Orquesta Tipica Victor (OTV) ; Luis Diaz,Orquesta Típica Víctor,Luis Díaz
Ángel D'Agostino ; Tino García,Ángel D'Agostino,Tino García
Roberto Calo ; Azucena Maizani,Roberto Caló,Azucena Maizani
Orquesta Tipica Victor ; Oscar Ugarte,Orquesta Típica Víctor,Oscar Ugarte
Orquesta Tipica Victor ; Armando Sentous,Orquesta Típica Víctor,
"Francisco Lauro ; A. Oliver, Alberto Ortiz",Francisco Lauro,
La Tubatango ; Instrumental,Los Tubatango,-
Dante Puricelli ; Instrumental,Dante Puricelli,-
Bachicha ; Instrumental,Bachicha,-
Rene Pesenti ; Instrumental,René Pesenti,
Duo Fresedo-Rodriguez ; Instrumental,Osvaldo Fresedo,-
Carlos Di Sarli ; Carlos Di Sarli,Carlos Di Sarli,Carlos Di Sarli
Orquesta Tipica Victor ; Principe Azul,Orquesta Típica Víctor,Príncipe Azul
Color Tango ; Roberto Decarre,Color Tango,
Miguel Orlando ; Instrumental,Miguel Orlando,
Orquesta Escuela De Tango ; Instrumental,Orquesta Escuela de tango,-
Juan Félix Maglio ; Instrumental,Juan Félix Maglio,-
Otto Dobrindt ; Instrumental,,-
"Unknown ; Mercedes Simone, Charlo",-unspecified guitars-,"Charlo, Mercedes Simone"
Pedro Laurenz ; Instrumental,Pedro Laurenz,-
Horacio Salgán ; Ángel Díaz,Horacio Salgán,"Ángel Díaz, Roberto Goyeneche"
Juan Carlos Cobian ; Unknown,Juan Carlos Cobián,Genaro Veiga
Roberto Goyeneche ; Roberto Goyeneche,Néstor Marconi,Roberto Goyeneche
Mariano Mores ; Coral Mancuso,Mariano Mores,-
Eduardo Bianco ; Instrumental,Eduardo Bianco,-
"Tano Genaro ; Cesar Alberu, Bustamante",Genaro Esposito,
Jorge Dragone ; Argentino Ledesma,Jorge Dragone,Argentino Ledesma
Trio Ferrazzano-Iriarte-Pesoa ; Instrumental,,-
Orquesta Tipica Victor (OTV) ; Instrumental,Orquesta Típica Víctor,-
Aníbal Troilo ; Carlos Olmedo,Aníbal Troilo,Carlos Olmedo
Kapelle Merton ; Instrumental,,
Alfredo De Angelis ; Floreal Ruíz,Alfredo De Angelis,"Floreal Ruíz, Néstor Rodi"
Juan Sanchez Gorio ; Luis Mendoza,Juan Sánchez Gorio,Luis Mendoza
Anibal Troilo ; Elba Beron,Aníbal Troilo,Elba Berón
Florindo Sassone ; Carlos Malbrán,Florindo Sassone,Carlos Malbrán
Juan De Dios Filiberto ; Instrumental,Juan de Dios Filiberto,-
"Romeo Gavioli ; Romeo Gavioli, Freddy",Romeo Gavioli,Romeo Gavioli
"Francisco Lomuto ; Jorge Omar, Celly Brian",Francisco Lomuto,"Cerry Brian, Jorge Omar"
Ousmane Toure ; Unknown,,
Florindo Sassone ; Andres Peyro,Florindo Sassone,Andrés Peyró
Ricardo Pedevilla ; Instrumental,Ricardo Pedevilla,-
Trio Odeon ; Instrumental,,
"Orquesta Típica Víctor ; Juan Carlos Delson, Roberto Díaz",Orquesta Típica Víctor,"Juan Carlos Delson, Roberto Díaz"
Elvino Vardaro ; Instrumental,Elvino Vardaro,-
Edelmiro D'Amario ; Ángel Vargas,Edelmiro D'Amario,Ángel Vargas
"Edgardo Donato ; Horacio Lagos, Romeo Gavioli",Edgardo Donato,"Horacio Lagos, Romeo Gavioli"
Carlos Di Sarli ; Mercedes Carne,Carlos Di Sarli,Mercedes Carné
La Chicana ; Dolores Solá,,-unspecified female-
Carlos Figari ; Edmundo Rivero,Carlos Figari,Edmundo Rivero
"Trio Argentino (Irusta-Fugazot-Demare) ; Agustin Irusta, Roberto Fugazot",Lucio Demare,"Agustín Irusta, Roberto Fugazot"
Auguste Jean Pesenti ; Instrumental,A. J. Pesenti,-
Atilio Stampone ; Roberto Goyeneche,,Roberto Goyeneche
Roberto Firpo ; Instrumental,Roberto Firpo,-
Francisco Lomuto ; Miguel Montero,Francisco Lomuto,Miguel Montero
"Bachicha ; Mademoiselle Asprella, Juan Raggi",Bachicha,"Juan Raggi, Teresita Asprella"
"Aníbal Troilo ; Raúl Berón, Jorge Casal",Aníbal Troilo,"Raúl Berón, Jorge Casal"
Osváldo Fresedo ; Carlos Roldán,Osvaldo Fresedo,Carlos Roldán
"Federico Mizrahi ; Guilliermo Fernández, Ligia Piro",,
Los Provincianos (Ciriaco Ortiz) ; Luis Diaz,Los Provincianos,Luis Díaz
Roberto Zerrillo ; Jorge Cardozo,Roberto Zerrillo,Jorge Cardozo
Osváldo Fresedo ; Carlos Barrios,Osvaldo Fresedo,Carlos Barrios
Al Di Meola ; Instrumental,,
Bajofondo Tango Club ; Instrumental,,-
Manuel Buzon ; Osvaldo Moreno,Manuel Buzón,Osvaldo Moreno
Julio De Caro ; Pedro Lavea,Julio De Caro,Pedro Lauga
"Edgardo Donato, Roberto Zerrillo ; Luis Diaz","Edgardo Donato, Roberto Zerrillo",Luis Díaz
Miguel Caló ; Jorge Ortiz,Miguel Caló,Jorge Ortiz
Ricardo Tanturi ; Enrique Campos,Ricardo Tanturi,Enrique Campos
Osmar Maderna ; Héctor De Rosas,Osmar Maderna,Héctor De Rosas
Enrique Rodríguez ; Armando Moreno,Enrique Rodríguez,Armando Moreno
Julian Fuhs ; Instrumental,Julian Fuhs,
Francisco Canaro ; Choir,Francisco Canaro,-choir-
Roberto Cuenca ; Instrumental,,-
"Anibal Troilo ; Amadeo Mandarino, Francisco Fiorentino",Aníbal Troilo,"Amadeo Mandarino, Francisco Fiorentino"
Francisco Canaro ; Nelly Omar,Francisco Canaro,Nelly Omar
Unknown ; Ibrahim Özgür,,Ibrahim Özgür
Julio De Caro ; Felix Gutierez,Julio De Caro,Félix Gutiérrez
Miguel Calo ; Roberto Rufino,Miguel Caló,Roberto Rufino
Osvaldo Fresedo ; Juan Carlos Thorry,Osvaldo Fresedo,Juan Carlos Thorry
"Francisco Canaro ; Enrique Lucero, Alberto Arenas",Francisco Canaro,"Enrique Lucero, Alberto Arenas"
"Domingo Federico, Atilio Stampone ; Instrumental","Domingo Federico, Atilio Stampone",
Ricardo Tanturi ; Alberto Guzman,Ricardo Tanturi,Alberto Guzmán
Francisco Alongi ; Luis Scalon,Francisco Alongi,Luis Scalón
Miguel Calo ; Raul Ledesma,Miguel Caló,Raúl Ledesma
Jorge Dragone ; Alberto Castillo,Jorge Dragone,Alberto Castillo
Angel D'Agostino ; Tino García,Ángel D'Agostino,Tino García
Roberto Calo ; Enrique Campos,Roberto Caló,Enrique Campos
Los Ases Del Tango ; Instrumental,,-
Daniel García,,-
Mario Demarco ; Jorge Sobral,Mario Demarco,Jorge Sobral
Pippo Racho ; Instrumental,Pippo Racho,-
Ricardo Tanturi ; Carlos Ortega,Ricardo Tanturi,Carlos Ortega
Bajofondo Tango Club ; Bajofondo Tango Club,,
Pedro Maffia ; Francisco Fiorentino,Pedro Maffia,Francisco Fiorentino
Valentin Romero ; Instrumental,,-
Miguel Caló ; Roberto Arrieta,Miguel Caló,Roberto Arrieta
Florindo Sassone ; Instrumental,Florindo Sassone,-
Orquesta Típica Porteña ; Instrumental,Orquesta Típica Porteña,-
"Edgardo Donato ; Hugo Del Carril, Randona",Edgardo Donato,"Randona, Hugo del Carril"
Osváldo Pugliese ; Hernán Salinas,Osvaldo Pugliese,Hernán Salinas
Mariano Mores ; Enrique Lucero,Mariano Mores,Enrique Lucero
Alfredo Gobbi ; Tito Landó,Alfredo J. Gobbi,Tito Landó
Las Bordonas ; Nacho Cedrún,Las Bordonas,-unspecified male-
"Juan Félix Maglio ; José E. Galarza, Carlos Viván",Juan Félix Maglio,"José E. Galarza, Carlos Viván"
Osvaldo Pugliese ; Alfredo Belusi,Osvaldo Pugliese,Alfredo Belusi
"Osváldo Pugliese ; Jorge Maciel, Alfredo Belusi",Osvaldo Pugliese,"Alfredo Belusi, Jorge Maciel"
Roberto Firpo ; Roberto Diaz,Roberto Firpo,Roberto Díaz
Pedro Laurenz ; Jorge Linares,Pedro Laurenz,Jorge Linares
Miguel Caló ; Raúl Iriarte,Miguel Caló,Raúl Iriarte
Francisco Canaro ; Guillermo Rico,Francisco Canaro,Guillermo Rico
Miguel Calo ; Luis Tolosa,Miguel Caló,Luis Tolosa
Angel D'Agostino ; Ruben Cane,Ángel D'Agostino,Rubén Cané
Unknown ; Juan Carlos Marambio Catan,,Juan Carlos Marambio Catán
Unknown ; Sabina Olmos,Orquesta Típica Víctor,Sabina Olmos
Orquesta Ramón ; Instrumental,,-
Francisco Canaro ; Eduardo Adrian,Francisco Canaro,Eduardo Adrián
"Hector Varela ; Armando Laborde, Rodolfo Lesica",Héctor Varela,"Armando Laborde, Rodolfo Lesica"
Raúl Garello ; Roberto Goyeneche,,Roberto Goyeneche
Electrocutango ; Instrumental,,-
"Alberto Alonso, Enrique ""Minotto"" Di Cico ; Instrumental","Alberto Alonso, Minotti Di Cicco",-
Juan D'Arienzo ; Jorge Valdez,Juan D'Arienzo,Jorge Valdez
Enrique Rodríguez ; Omar Quiroz,Enrique Rodríguez,Omar Quiroz
Luis Caruso ; Instrumental,Luis Caruso,
Otros Aires ; Instrumental,Otros Aires,-
"Julio De Caro ; Roberto Medina, Roberto Taibo",Julio De Caro,"Roberto Medina, Roberto Taibo"
Brodman-Alfaro ; Cesar Alberu,Orquesta Típica Brodman-Alfaro,César Alberú
Earth Wheel Sky Band ; Unknown,,
Unknown ; Jean Moscopol,,Jean Moscopol
Carlos Gardél ; Carlos Gardél,"Enrique Francini, Armando Pontier",
Los Virtuosos ; Instrumental,Quinteto Los virtuosos,-
Osváldo Pugliese ; Alfredo Belusi,Osvaldo Pugliese,Alfredo Belusi
Feliciano Brunelli ; Hector Juncal,Feliciano Brunelli,Héctor Juncal
Alfredo Gobbi ; Pablo Lozano,Alfredo J. Gobbi,Pablo Lozano
Cristobal Herrero ; Rodolfo Diaz,Cristóbal Herreros,Rodolfo Diaz
Antonio Di Paulo ; Alberto Marino,,Alberto Marino
Orquesta Tipica Andreoni ; Principe Azul,,Príncipe Azul
Orquesta Tipica Sondor (Racciatti) ; Luis Alberto Fleitas,,Luis Alberto Fleitas
Irusta-Fugazot-Demare ; Instrumental,Jorge Caldara,"Carlos Montalvo, Miguel Martino"
Osvaldo Pugliese ; Alberto Moran,Osvaldo Pugliese,Alberto Morán
"Pedro Laurenz ; Carlos Bermúdez, Jorge Linares",Pedro Laurenz,"Carlos Bermúdez, Jorge Linares"
Orquesta Tipica Victor ; Antonio Buglione,Orquesta Típica Víctor,Antonio Buglione
Pedro Maffia ; Carlos Vivan,Pedro Maffia,Carlos Viván
Miguel Calo ; Roman Prince,Miguel Caló,Roman Prince
Jose Sala ; Instrumental,José Sala,-
Roberto Caló ; Instrumental,Juan D'Arienzo,-
Osváldo Pugliese ; Miguel Montero,Osvaldo Pugliese,Miguel Montero
Raul Kaplun ; Reynaldo Arias,Raúl Kaplún,
Carlos Di Sarli ; Mario Pomar,Carlos Di Sarli,Mario Pomar
Orquesta Típica Víctor ; Ángel Vargas,Orquesta Típica Víctor,Ángel Vargas
Rodolfo Biagi ; Andrés Falgás,Rodolfo Biagi,Andrés Falgás
Antonio Sureda ; Instrumental,Antonio Sureda,-
Osvaldo Pugliese ; Jorge Vidal,Osvaldo Pugliese,Jorge Vidal
"Francisco Lomuto ; Fernando Diaz, Mercedes Simone",Francisco Lomuto,"Fernando Díaz, Mercedes Simone"
Yira ; Mariano Rucci,,-unspecified male-
Bajofondo Tango Club ; Mala Rodriguez,,
Hermanos Ricardo ; Tani Zerja,,Tani Zerja
"Unknown ; Asmahan, Farid",,
"Juan Cruz Mateo ; Catán, Vega",Juan Cruz Mateo,-unspecified male-
Unknown ; Tita Galatro,,Tita Galatro
Jose Basso ; Instrumental,José Basso,Alfredo del Río
Orquesta Tipica Argentina ; Celia Gamez,,Celia Gámez
Osváldo Fresedo ; Teófilo Ibañez,Osvaldo Fresedo,Teofilo Ibañez
Orquesta Tipica Victor ; Juan Carlos Delson,Orquesta Típica Víctor,Juan Carlos Delson
Los Reyes Del Compas ; Instrumental,,-
Horacio Salgán ; Horacio Deval,Horacio Salgán,Horacio Deval
"Osváldo Pugliese ; Jorge Maciel, Abel Córdoba",Osvaldo Pugliese,"Abel Córdoba, Jorge Maciel"
Osváldo Pugliese ; Guillermo Galve,Osvaldo Pugliese,Guillermo Galvé
Francisco Canaro ; Alberto Arenas,Francisco Canaro,Alberto Arenas
"Mariano Mores ; Carlos Acuña, Choir",Mariano Mores,"Carlos Acuña, -choir-"
Mariano Mores ; Antonio Prieto,Mariano Mores,Antonio Prieto
Florindo Sassone ; Jorge Casal,Florindo Sassone,Jorge Casal
Antonio Bonavena ; Nicolas Gianastasio,Antonio Bonavena,Nicolás Gianastasio
Edgardo Donato ; Carlos Vivan,Edgardo Donato,Carlos Viván
Carlos Marcucci ; Teofilo Ibañez,Carlos Marcucci,Teofilo Ibañez
Angel Condercuri ; Alberto Castillo,Ángel F. Condercuri,Alberto Castillo
Edgardo Donato ; Juan Alessio,Edgardo Donato,Jorge Ortiz
Ricardo Tanturi ; Instrumental,Ricardo Tanturi,-
Pedro Maffia ; Rafael Cisca,Pedro Maffia,Rafael Cisca
Juan Félix Maglio ; Fernando Díaz,Juan Félix Maglio,
Miguel Villasboas ; Antonio Amado,Miguel Villasboas,Julian Miro
Federico Aubele ; Sumaia,,
