Juan D'Arienzo - 23 Grandes Exitos - Tango Collection,07798145106390,1
Conversando Con El Fueye,08427328130578,1
Jose Garcia Vol 2 1943-1945 - BATC ORQ 269,02480001075623,1
Carlos Di Sarli - Vol 17 - 1955 - Sello RCA Victor - Club De Tango,02480001051320,1
La Epoca De Oro - Vol 11 - 1949-1960 - BATC,02480002150510,1
Orquesta Típica Victor - Vol 16 - 1933 - CTA,02480001011621,1
Eduardo Del Piano - Vol 1 - 1951-1953 - Club de Tango,02480002152132,1
La Epoca De Oro 1926-1939 - Vol 6 - BATC,02480002150466,1
1940-1943,00828766032925,1
Orquesta Tipica Select - 1920-1921 - Club de Tango,00008637204723,1
Edgardo Donato - 25 Grandes Exitos - Tango Collection,07798145106406,1
Manuel Buzon - Años 1942 Y 1943 - BATC ORQ 209,02480001076521,1
Orquesta Ases Del Tango 1958/1960,00828766408720,1
A Passion For Tango,00077775485721,1
El Tango Es El Tango - Tango Argentino,00828768484227,1
Ricardo Luis Brignolo - Chique - 1929-1932 - BATC,02480002153214,1
Hector Palacios (1936-1942) - CTA 861,02480001086124,1
Exitos Con Jorge Ortiz,00724349536524,1
Francisco Lomuto - 1927-1930 (IV) - CTA734,02480002152705,1
Homenaje A El Rey Del Compás - 1941-1943 - El Rey Del Compás,00828766933420,1
Troilo En RCA Victor Vol 05 (1943) - La Cumparsita,00828765944021,1
Joaquin Do Reyes - 1950-1955 - CTA,02480002152637,1
Pedro Maffia - BATC,02480002152552,1
Francisco Lomuto - Campanita - 1927-1930 - BATC ORQ 342,02480002153429,1
Lejos,07798010679004,1
Sus Exitos Con Carlos Dante - Reliquias,00724352910922,1
Astor Piazzolla Key Works 1984-1989,00740042316522,1
El Tango De Buenos Aires,00724347760020,1
Recordando Sus Exitos - Reliquias,00724354170423,1
Juan Guido (1927-1931) - BATC ORQ 238,02480002116622,1
Roberto Firpo 1931-1934 - BATC ORQ 241,02480002152415,1
Dos Maestros ... Dos Estilos - Osvaldo Pugliese - Alfredo De Angelis,00094638988021,1
Lucio Demare - Solo Piano,00709735501829,1
Tangueando Te Quiero 1951-1953,07798089730637,1
1949-1957 - Coleccion 78RPM,00828767009728,1
Mar Dulce,00602517429321,1
Rafael Canaro En Francia - 1936-1939 - BATC,02480002152323,1
Julio De Caro (1951-1953) - CTA,02480001076125,1
Rodolfo Biagi - 15 Grandes Exitos - Tango Collection,07798145106444,1
El Tango En Paris - BATC,02480002152163,1
Homenaje A El Rey Del Compás - 1960-1961 - Rompe Y Raja,00828766935127,1
Orquesta Tipica Victor - Vol 10 - 1929-1930 - CTA,02480001011027,1
Alberto Mancione Con Jorge Ledesma - 1951-1954 - Honor Gaucho - Archivo RCA,00886974310525,1
Tangos Y Valses - Reliquias,00724354169328,1
Tomas En Vivo - COL-5005,02480002150053,1
Julio De Caro - Saca Chispas 1935-1942 - BATC ORQ 297,02480002152972,1
Homenaje A El Rey Del Compás - 1954-1955 - Viento Sur,00828766934526,1
La Epoca De Oro - Vol 01 - 1917-1928 - BATC,02480002150411,1
Cantan Alberto Morán Y Roberto Chanel,00724354170324,1
Mano Brava (1952-53),07798089730309,1
Mucha Mierda,02480002103127,1
Roberto Firpo (Hijo) - CTA,02480001040225,1
Osvaldo Pugliese - Sus Exitos Con Alberto Moran - Reliquias,00724349537323,1
Ranko Fujisawa - 1953-1954 - CTA,02480002150626,1
A.J. Pesenti Et Son Orchestre De Tango - Tahiti - AMP-1281,02480002128120,1
Osvaldo Fresedo VII 1926-1928 - CTA717,02480001071724,1
Donato-Zerrillo 1929-1930 - De Madrugada - BATC 317,02480002153177,1
Creaciones Inolvidables,00724352911028,1
Carlos Di Sarli Vol. 12 (1954) - (CTA-512) [Club De Tango Copy],02480001051221,1
Angel Vargas Vol. 1 - Grandes Del Tango 10 - Disc 2,07798108080187,2
1946/1951 - Coleccion 78RPM,00828766025125,1
Tangos Del Tiempo Viejo,00724349537521,1
"Sus Éxitos Con Alberto Podestá, Jorge Ortiz Y Raúl Berón - Reliquias",00724349996922,1
Edicion Aniversario 1905-2005 CD 4,00094633599727,4
Florindo Sassone - Años 47 Al 51 - BATC,00743217346324,1
Francisco Canaro - 1939 Sinfonia De Arrabal - BATC 309,02480001077221,1
"Francisco Fiorentino, Astor Piazzolla - Su Discografía Juntos - Reliquias",00724347760426,1
1937-1943  - Coleccion 78 RPM,00828766032826,1
Juan D'Arienzo - Vol 5 - 1938-1939 - CTA,02480001030523,1
Alberto Castillo - Recuerdo - Reliquias,00724383741526,1
Buenos Aires To Europe - Argentine Tango Bands On Tour - 1925-1942,00008637212124,1
Francisco Canaro - Canta Carlos Roldan - 20 Exitos - Reliquias,00724347388828,1
