Francisco Canaro en la decada del '30 Vol. 10 - Alma De Bandoneón - AMP (CD-1257),02480002125723,1
Francisco Canaro en la decada del '30 Vol. 9 - Yira.. Yira.. - AMP (CD-1231),02480002123125,1
Francisco Canaro en la decada del 30 Vol. 4 - El acomodo - (AMP-1085),02480002108528,1
Francisco Canaro en la decada del 30 Vol. 5 - San Telmo - (AMP-1107),02480002110729,1
Francisco Canaro en la decada del 30 Vol. 7 - El acomodo - (AMP-1159),02480002115922,1
Francisco Canaro en la decada del 30 Vol. 8 - Charamusca - (AMP-1201),02480002153405,1
Francisco Canaro y su Orquesta típica 1926-1927 - El bandoneón (EBCD 134),08427328131346,1
Francisco Canaro y su orquesta típica en Japón - BATC (col-525/5025),02480002150251,1
Francisco Lomuto (1927-1930) - (CTA-731),02480001073124,1
Francisco Lomuto - RCA Club 61538,00743216153824,1
Francisco Lomuto - Ventanita de arrabal - (AMP-1119),02480002111924,1
"Francisco Lomuto 1926-1929 ""Canchero viejo"" - BATC (orq 333)",02480002121121,1
Francisco Lomuto 1927 - BATC (orq 277),02480002116127,1
Francisco Lomuto 1927-1929 - BATC (orq 262),02480002152620,1
